geneNames	GSE10500_GSM265436_Control	GSE10500_GSM265439_Control	GSE10500_GSM265445_Control	GSE10500_GSM265020_Treat	GSE10500_GSM265036_Treat	GSE10500_GSM265361_Treat	GSE10500_GSM265363_Treat	GSE10500_GSM265366_Treat	GSE15573_GSM389705_Control	GSE15573_GSM389707_Control	GSE15573_GSM389709_Control	GSE15573_GSM389710_Control	GSE15573_GSM389712_Control	GSE15573_GSM389713_Control	GSE15573_GSM389715_Control	GSE15573_GSM389718_Control	GSE15573_GSM389720_Control	GSE15573_GSM389723_Control	GSE15573_GSM389725_Control	GSE15573_GSM389728_Control	GSE15573_GSM389729_Control	GSE15573_GSM389732_Control	GSE15573_GSM389734_Control	GSE15573_GSM389703_Treat	GSE15573_GSM389704_Treat	GSE15573_GSM389706_Treat	GSE15573_GSM389708_Treat	GSE15573_GSM389711_Treat	GSE15573_GSM389714_Treat	GSE15573_GSM389716_Treat	GSE15573_GSM389717_Treat	GSE15573_GSM389719_Treat	GSE15573_GSM389721_Treat	GSE15573_GSM389722_Treat	GSE15573_GSM389724_Treat	GSE15573_GSM389726_Treat	GSE15573_GSM389727_Treat	GSE15573_GSM389730_Treat	GSE15573_GSM389731_Treat	GSE15573_GSM389733_Treat	GSE15573_GSM389735_Treat	GSE7669_GSM185531_Control	GSE7669_GSM185532_Control	GSE7669_GSM185533_Control	GSE7669_GSM185534_Control	GSE7669_GSM185535_Control	GSE7669_GSM185536_Control	GSE7669_GSM183695_Treat	GSE7669_GSM185526_Treat	GSE7669_GSM185527_Treat	GSE7669_GSM185528_Treat	GSE7669_GSM185529_Treat	GSE7669_GSM185530_Treat
KIAA0408	2.3229165	1.3314318	3.0407417	2.3288993	2.4961135	3.3998368	3.8495321	4.0110836	7.598433	7.681346	7.488082	7.567769	7.643419	7.669602	7.793202	7.59622	7.666194	7.628554	7.658685	7.614882	7.701778	7.512943	7.562752	7.507045	7.495942	7.860847	7.533279	7.444634	7.666379	7.748934	7.978426	7.600113	7.842972	7.700193	7.678449	7.613569	7.781046	7.912996	7.714543	7.6952	7.906502	1.1680241	2.4892855	1.3613473	4.4182528	1.8413561	1.8413561	2.8768599	2.8391478	5.0089309	4.3764023	1.7125282	2.7278256
KIAA0430	7.4101261	7.7569693	7.900608	7.824936	7.8991797	8.107789	7.6298089	7.7542041	11.442575	11.470353	10.959128	11.456434	11.373335	11.440113	11.576318	11.219566	11.42069	11.666277	11.289652	11.232826	11.481936	11.808334	11.856067	10.935963	11.136222	11.797819	11.491672	11.709985	11.112625	10.944423	11.479673	11.437449	11.235274	11.389059	11.477512	11.642567	11.39514	11.810901	11.57907	11.136222	11.563167	7.8517001	7.8804312	7.8009515	8.2358152	8.3572486	8.2831609	7.7565861	8.0160987	7.5716188	8.1820543	8.4002496	8.0420831
KIAA0513	8.0183178	8.7787937	9.3233033	8.2917049	9.1595224	7.7033909	8.1862582	9.0064768	10.861376	10.307806	10.524333	10.681285	10.604437	9.939601	10.972319	10.096092	10.409416	10.595198	10.869985	10.534339	10.488728	10.720965	10.076803	10.472052	10.425864	11.011564	10.332397	11.309516	9.972031	10.239184	10.652507	10.858419	10.61828	11.056842	11.118673	10.755972	10.117139	10.563469	11.071574	9.717159	10.503934	10.5113418	11.1743705	10.729057	10.5777751	11.3441684	11.3175532	9.8051128	10.4022262	10.3986802	10.5186325	10.9101073	9.9417699
KIAA0556	5.5981283	5.9097383	5.8717999	5.7164874	5.6682938	5.2219838	5.1206063	5.1931958	9.056068	8.892994	8.951869	8.914467	9.019213	8.837425	9.101102	8.840411	8.909673	9.026682	9.007941	8.919064	9.000593	8.808145	8.74047	8.715446	8.890479	9.102884	8.966442	9.203956	8.768544	8.74621	8.981855	8.851433	8.86516	9.337191	8.713471	8.69344	9.0375	8.945193	9.24112	8.731897	8.902742	6.5405054	6.5001115	6.3259136	6.2760539	6.7531344	6.4928989	6.1211265	6.6681432	6.5565782	6.7367674	6.3393063	5.6106689
KIAA0586	6.0480177	6.5650175	6.4001623	5.8692946	6.5336586	5.7683161	5.8873778	6.2088652	7.778607	7.986131	7.943132	8.011102	7.981945	7.982371	7.86558	7.862346	7.911603	7.723019	7.847342	7.873584	7.811176	7.80632	7.960528	7.873741	7.927947	7.54326	8.009909	7.897067	7.8441	7.911827	7.538867	7.45278	7.868883	7.628282	7.747269	7.778109	7.810847	7.761147	7.701333	7.94211	7.679081	6.676317	7.0398293	6.321275	6.77377	6.9171571	6.9512055	6.7332324	6.7005217	6.8389431	6.6866223	6.5948274	6.5372206
KIAA0753	5.1534881	4.6752612	4.6594692	5.506523	4.4241357	4.2807368	4.809531	5.1650111	7.750771	7.607623	7.590123	7.648089	7.717501	7.720874	7.802368	7.64016	7.770076	7.608071	7.77414	7.859535	7.835976	7.749887	7.621643	7.780492	7.72431	7.733991	7.65328	7.77414	7.717501	7.738628	7.496082	7.63175	7.655558	7.887323	7.79542	7.870989	7.865202	7.534852	7.813833	7.687745	7.6693	4.6953569	4.7923692	3.7228006	4.1381787	5.1790671	2.6601527	3.4250508	5.1033199	3.6584927	4.5977822	4.7097664	4.6123501
KIAA0754	5.8091502	4.6519724	5.6045694	5.8439617	2.770581	4.799448	4.5539808	3.5006158	7.264371	7.165537	7.189499	7.063156	7.252514	7.187726	7.41079	7.230521	7.279725	7.350859	7.23612	7.269857	7.361947	7.316598	7.39441	7.193841	7.22782	7.422796	7.190187	7.205618	7.440178	7.27887	7.209475	7.288817	7.053724	7.177783	7.286299	7.281886	7.298149	7.294995	7.269208	7.217568	7.323591	4.937227	4.1855221	4.4712587	2.1147697	3.0587128	3.6483228	4.1751943	4.6417443	2.8036258	5.1100771	4.5506781	2.6750151
KIAA0895	2.6758103	2.3476105	2.370647	3.0706968	1.6603278	1.6335865	2.4946752	2.2769368	7.228165	7.320395	7.238044	7.180816	7.362509	7.248598	7.227959	7.239517	7.203616	7.329503	7.233895	7.259721	7.315062	7.358808	7.352426	7.14922	7.210842	7.430435	7.378935	7.274423	7.186021	7.387584	7.333528	7.244641	7.286463	7.274924	7.051474	7.265476	7.184146	7.335125	7.459262	7.374048	7.381653	3.5159425	3.2722495	4.1238437	4.5321763	5.121633	5.1824528	3.2272288	4.2533007	3.8847365	4.2445552	4.7843945	3.8672239
KIAA0907	7.6489541	7.1221548	7.437533	9.4395723	9.1103525	8.6067973	8.2446317	9.0836813	8.280783	8.699432	8.395457	8.657393	8.671258	8.869082	8.9075	9.003485	8.870208	8.661252	8.515633	7.948374	8.808941	8.478402	8.871906	8.439837	8.35884	7.980911	8.498866	8.473344	8.346624	8.743199	8.648136	8.407765	8.544602	8.202213	7.709388	8.122961	8.771934	8.265984	8.445818	9.269269	8.377182	7.9396923	7.6426082	8.1244431	8.4196708	8.0440589	7.7080295	8.0359082	7.9240422	8.3934767	7.727865	7.8029572	8.2129932
KIAA0922	5.2989223	6.38171	6.0935642	6.6793836	7.1930294	7.9573059	6.4351714	7.3613172	8.633308	8.559332	8.171142	8.549765	8.603996	8.597483	8.768544	8.356599	8.581195	8.551855	8.623865	8.469119	8.733585	8.850257	8.532435	8.341561	8.471645	8.712016	8.383842	8.787234	8.459511	8.463954	8.476335	8.477352	8.568513	8.802222	8.961782	8.671595	8.4183	8.718944	8.869082	8.288961	8.408488	6.872108	6.2796104	6.7905725	7.2108435	7.0539223	6.6513805	6.4957056	7.0988475	7.2744499	7.0499517	6.9101134	6.5836508
KIAA1024	3.9260639	4.2490747	4.3248426	3.556476	3.553987	3.6672812	3.6450249	3.6426429	7.28708	7.264499	7.314287	7.259842	7.234761	7.250392	7.156584	7.491877	7.297941	7.344857	7.467418	7.310534	7.392416	7.376676	7.257544	7.172192	7.276089	7.246569	7.270196	7.371043	7.338997	7.516515	7.510914	7.437802	7.284857	7.258754	7.234818	7.204364	7.379702	7.356677	7.2593	7.562178	7.221734	6.2474757	6.0648684	4.364739	6.4782665	5.9293051	5.8017303	6.0406616	5.966765	5.5738763	6.1795985	6.0684729	6.2155676
KIAA1033	10.8309764	11.0192959	10.9592151	10.3273832	10.2334748	9.9954701	10.2913788	10.5459726	7.275587	7.240393	7.260559	7.345502	7.39244	7.463061	7.512389	7.472095	7.376807	7.40736	7.203129	7.315254	7.449164	7.428414	7.400868	7.32838	7.235708	7.34877	7.345203	7.432786	7.57783	7.57149	7.442541	7.279491	7.501011	7.317316	7.496204	7.253108	7.454324	7.316382	7.436483	7.654306	7.501691	10.4476018	10.4613876	10.2448131	10.0668334	10.2071475	10.3710459	10.2460528	9.883496	9.9504927	10.4022262	10.407826	10.1249011
KIAA1107	4.1222002	3.1454694	3.0323922	0.9827503	3.3042314	2.5678575	4.1737107	3.5269568	7.303494	7.318119	7.228519	7.159628	7.355713	7.139503	7.084829	7.305929	7.404485	7.354181	7.324873	7.276253	7.328072	7.481611	7.205371	7.254014	7.270562	7.381937	7.360098	7.340267	7.246009	7.301918	7.265785	7.22892	7.259472	7.225714	7.266693	7.464686	7.328356	7.159628	7.405438	7.540385	7.350374	5.8557967	5.0976493	5.0953397	5.0342751	5.8251598	4.6286077	4.1702741	2.7214652	4.803015	4.7328377	1.7721196	4.4098857
KIAA1109	7.4816113	8.5360459	8.4665043	8.8619085	8.2924128	7.9935102	8.237355	7.7772904	7.078921	7.140638	7.162755	7.08096	7.232279	7.270618	7.105334	7.090267	7.2384	7.147723	7.101783	7.273939	7.256087	7.106173	7.056911	7.238983	7.130216	7.156159	7.24323	7.157536	7.288566	7.11965	7.336982	7.233974	7.026059	7.069481	7.096246	7.246181	7.223501	7.252127	7.304087	7.094796	7.340959	9.813218	9.3140609	9.1608391	8.9325947	9.3349025	9.6201601	9.0496806	9.0749439	9.3314884	9.7672783	9.6883058	8.8718613
KIAA1279	8.3821688	8.0183178	8.3044051	8.5219665	7.5029494	7.7644919	7.7688514	7.312415	7.685624	7.611511	7.721279	7.593699	7.757309	7.577396	7.655906	7.756759	7.752228	7.35791	7.681756	7.413497	7.59178	7.385403	7.652553	7.770625	7.51881	7.369629	7.541662	7.41395	7.696863	7.705634	7.420218	7.427355	7.650536	7.464961	7.081581	7.642266	7.612031	7.380722	7.658685	7.844856	7.408314	10.0564798	9.9103821	9.903458	9.6571133	9.8453877	9.68533	9.6588935	9.7481334	9.719734	9.9789491	9.5930041	9.8467431
KIAA1462	1.8298607	2.1982357	1.7811639	1.6455383	3.1915058	3.3018615	2.860562	1.4935713	7.554426	7.560498	7.439712	7.533279	7.450739	7.438747	7.397768	7.379533	7.383198	7.632967	7.44827	7.352094	7.31564	7.415074	7.419794	7.367918	7.386686	7.620224	7.587661	7.47248	7.48073	7.386637	7.35641	7.258934	7.378336	7.383248	7.500132	7.346091	7.439712	7.412912	7.477999	7.421234	7.454006	8.6260003	8.7677679	7.1101103	6.3008823	8.5167736	8.392197	8.0420831	9.2479826	9.147123	9.1539774	8.9245067	7.5677354
KIAA1467	5.8182745	5.3244797	5.6003432	4.1325499	5.9273903	5.6458053	5.131618	6.3930846	7.433194	7.296004	7.516876	7.352175	7.531838	7.500458	7.569366	7.484416	7.582229	7.278464	7.461174	7.592988	7.451983	7.539201	7.344295	7.607557	7.556319	7.24096	7.498731	7.403114	7.511043	7.44212	7.292451	7.490366	7.657249	7.248102	7.426143	7.452094	7.596512	7.177182	7.382017	7.511603	7.405648	5.401571	5.6450712	5.8154098	6.0003924	5.577481	5.2418761	5.4965532	6.0595038	5.7121998	6.125153	5.4346631	5.7229337
KIDINS220	10.1920517	10.51353	10.4586476	11.1873715	10.5863875	10.4817246	10.2589161	10.7260175	8.107903	8.360313	8.228031	8.258165	8.579303	8.31086	8.52091	8.256063	8.256918	8.22692	8.309667	8.215993	8.231373	8.145702	8.233361	8.360905	8.332638	8.016966	8.091316	8.484349	7.94107	8.192324	8.24982	8.262919	8.144258	8.252475	7.442989	8.699055	8.276451	7.970757	8.431397	8.603996	7.815372	10.8791288	11.0471747	10.6412829	10.5956062	10.9101073	10.8692451	10.4625581	10.7446925	10.686482	10.8190137	10.8807656	10.6611942
KIF11	2.5644306	5.0224053	5.0594956	6.0073312	1.9764935	3.7790988	4.7647366	4.252909	7.294293	7.289849	7.360077	7.360561	7.338682	7.362841	7.385569	7.428065	7.382771	7.467815	7.406698	7.401708	7.318015	7.36069	7.323119	7.565632	7.307434	7.314073	7.486496	7.347265	7.385936	7.402516	7.338503	7.284157	7.243004	7.177587	7.329324	7.30125	7.385569	7.286765	7.260727	7.509571	7.329784	6.9751305	6.9269337	6.0860058	5.8750242	6.2594007	6.1211265	5.4800968	5.5991338	6.8501014	7.1245106	7.2835553	5.6468692
KIF13B	7.6191693	8.1971905	7.7451018	8.2824694	8.0173404	8.600396	7.8235275	7.7849619	8.303442	8.063925	8.233062	8.021164	8.153517	7.846532	8.157716	7.903568	8.03252	7.858461	8.18604	8.127121	7.94152	8.023115	8.106969	8.148345	8.087382	7.743072	7.982863	8.106503	8.198699	7.611803	7.416844	8.081232	8.126366	7.778607	7.555035	8.022708	7.932544	7.970078	8.114051	7.807152	7.55375	6.9277934	7.5396878	6.6053654	6.8666401	7.3767386	7.258486	6.5718826	6.1368367	6.8205993	6.7243027	7.2711654	6.8783318
KIF14	5.2000939	5.5272169	5.2318797	6.2823034	5.704791	5.9410595	5.8943438	5.5949854	7.636156	7.610902	7.564625	7.561563	7.330154	7.625237	7.636006	7.524986	7.556494	7.519118	7.766413	7.539792	7.761834	7.612031	7.643161	7.498609	7.553253	7.95429	7.702409	7.591718	7.697796	7.496795	7.789955	7.662812	7.450816	7.761573	7.651374	7.681959	7.618631	7.670429	7.596927	7.413644	7.753131	5.6701425	5.8855106	5.1790671	5.7844107	5.3735278	5.6917219	5.0622229	6.2432373	5.6392066	6.089037	5.550195	5.0941638
KIF17	3.7829181	4.4600227	3.4876223	2.7185871	3.2405571	3.533144	2.7404888	3.4800204	7.382298	7.36193	7.320993	7.39227	7.366081	7.37183	7.44619	7.345752	7.321044	7.365729	7.380003	7.309721	7.408774	7.333135	7.250861	7.352838	7.326269	7.430029	7.322117	7.257088	7.47783	7.391156	7.504318	7.32857	7.373385	7.287823	7.452988	7.32748	7.272123	7.450417	7.453627	7.325686	7.32828	2.5706287	3.6483228	4.4256064	3.3051825	5.1298534	2.8452717	2.5883771	3.1794815	3.2770261	3.3073341	4.8037386	4.0297589
KIF1A	2.8007279	3.5113267	3.0110388	3.8711282	3.3520073	3.7645489	3.3679285	3.2050271	7.156909	7.244918	7.39766	7.335518	7.293836	7.218427	7.131051	7.254839	7.317528	7.179026	7.228281	7.309825	7.440076	7.251142	7.43773	7.156701	7.211534	7.311196	7.22264	7.333155	7.270807	7.36205	7.296451	7.153946	7.250599	7.248977	7.374892	7.353542	7.202397	7.315886	7.161774	7.304612	7.312773	3.3840056	3.5047646	3.9313937	3.0899406	3.5675545	3.4697611	3.2534162	2.9339614	3.0819091	3.3491765	3.1776696	3.4063618
KIF1B	6.8876817	6.8966773	6.1092988	6.3028096	6.4306518	7.2581534	7.5393281	7.0533393	8.337858	7.905775	8.008498	8.032107	8.22692	8.018548	8.338438	7.978869	7.98151	8.313559	8.468203	8.045684	8.040878	8.466213	7.996367	8.124856	8.272628	8.904439	8.210207	8.627001	8.336686	8.456869	8.422848	8.45824	8.284959	8.884178	7.832027	8.506315	8.24547	8.377793	8.861889	8.021164	8.534588	6.2454244	6.2948026	6.1207482	6.2447833	6.324513	6.4836354	5.8840004	6.0756173	6.4713347	6.5028676	6.0105956	5.9121186
KIF1C	7.912513	7.8901043	8.1206518	7.5480335	6.2569038	5.7578102	7.4660657	7.6700575	7.3889	7.290953	7.423373	7.069375	7.348204	7.415323	7.510914	7.200428	7.30734	7.369257	7.412821	7.182166	7.248925	7.27567	7.364917	7.395021	7.408199	7.272832	7.313143	7.298999	7.463618	7.153301	7.229814	7.289083	7.376892	7.272551	7.293542	7.348355	7.42343	7.236195	7.440319	7.364176	7.231253	8.9614555	8.7018274	8.9694722	8.8203197	9.2063547	9.5320177	8.7445386	8.8311374	8.1331481	8.9934406	9.5429038	8.8464904
KIF21B	7.8601622	8.1653583	8.1194891	8.1688688	8.3727826	8.3832864	8.1990739	8.2917049	7.27887	7.329067	7.422345	7.346574	7.298999	7.280853	7.223009	7.281382	7.259898	7.316716	7.295047	7.319455	7.277633	7.34499	7.378581	7.29284	7.460546	7.302626	7.374754	7.301084	7.369042	7.346998	7.15762	7.307833	7.432201	7.328994	7.280723	7.33108	7.330476	7.288207	7.22869	7.373227	7.438678	8.8191536	8.4815229	8.4787539	8.3518852	8.2099624	8.8374519	8.7264323	8.3170482	8.3372683	8.3839374	8.8028758	8.5777796
KIF22	4.1257261	4.3020622	3.7861716	3.397633	2.4779694	2.9878139	4.0308585	3.5929429	8.082852	8.157237	8.340456	8.166658	8.081232	8.053926	7.979076	8.23106	8.216322	7.948374	8.151134	7.805028	7.740915	7.585826	7.687529	8.373466	8.227488	7.522228	8.162884	7.959855	8.063669	8.04854	7.894435	8.072812	8.345025	7.591257	7.837937	8.113483	8.132619	7.953517	7.931706	8.091048	7.821146	3.8762081	4.4029506	4.4197056	4.3159197	4.6597348	4.2893587	4.256653	4.4497359	3.6483228	4.5635334	4.3706987	4.0608703
KIF23	1.5946657	2.7279169	1.9994704	1.7798513	1.3146866	1.5388391	2.2271113	3.2559633	7.247295	7.142329	7.263526	7.181135	7.257569	7.214166	7.344226	7.217691	7.291394	7.208584	7.23822	7.292671	7.112997	7.089116	7.255074	7.123865	7.201163	7.149092	7.256004	7.140691	7.141705	7.180723	7.133808	7.213943	7.26244	7.171709	7.114922	7.199934	7.246327	7.154636	7.289015	7.257236	7.2089	5.2849105	4.8476388	4.6146386	2.3584191	2.2163236	4.1798329	5.0123883	2.9761159	4.9849117	5.5840503	4.1672193	3.7228006
KIF25	4.3840681	4.1338199	4.4426173	2.1880655	4.2490747	4.7748937	3.8241559	3.6271319	7.175128	7.301227	7.229333	7.350396	7.28118	7.223954	7.257119	7.163387	7.313792	7.324381	7.325395	7.316837	7.334316	7.232609	7.302483	7.311693	7.231427	7.268297	7.250861	7.277246	7.349957	7.350541	7.33618	7.317408	7.162062	7.227908	7.347239	7.190148	7.26205	7.239358	7.311403	7.33218	7.293465	5.2981612	4.0151026	3.7604923	3.954388	4.2191645	4.1133563	4.396594	4.1275176	2.6426222	4.5221035	4.0694958	4.0488786
KIF2A	6.4207586	6.7060773	6.4306518	7.8565143	6.9877789	7.523011	6.6949961	7.267529	8.045684	8.07627	8.14122	8.254517	8.286162	7.99979	7.968121	8.343122	8.32038	8.158022	7.951711	7.986716	7.835608	7.969261	8.130028	8.282283	8.035944	7.530522	8.042214	8.075822	7.957353	8.407765	8.422487	7.978646	8.051881	7.877733	7.378138	8.192912	8.080995	7.906305	7.897067	8.300407	8.101226	8.3138667	7.7355799	7.7407733	7.6137235	7.771993	7.7195037	7.7145127	7.8548224	8.0141486	8.3525753	8.0464225	7.5439443
KIF2C	3.5861569	4.2862766	4.9642201	3.908012	4.0542669	2.4312407	3.2050271	3.1640022	7.370907	7.359122	7.373301	7.38682	7.35819	7.407079	7.359521	7.401032	7.340869	7.320963	7.344295	7.243747	7.394183	7.304997	7.439538	7.364554	7.365006	7.802825	7.426929	7.342242	7.111476	7.467602	7.388102	7.331279	7.147818	7.23527	7.112944	7.470536	7.227006	7.248731	7.317453	7.376624	7.327247	3.024694	3.6515091	2.7044682	3.2231964	3.8159454	3.5618879	2.9035906	3.1583188	4.4712587	3.9615334	4.9450743	3.2111914
KIF3A	3.5195997	4.4728933	4.4665036	3.4782993	4.2533144	4.176616	4.6754856	3.8461589	7.392921	7.455256	7.428615	7.52645	7.475837	7.478164	7.402899	7.456271	7.50322	7.532918	7.459118	7.444045	7.608833	7.438247	7.389618	7.478199	7.421362	7.350471	7.436845	7.406934	7.500579	7.503912	7.663412	7.508444	7.405885	7.657425	7.389515	7.528149	7.533332	7.572741	7.547188	7.351866	7.54136	4.3509002	4.2521965	5.1374561	4.8421342	4.3867187	4.7881285	4.2430232	5.2438443	5.5975892	5.1752096	4.3320199	3.1855823
KIF3B	5.5272169	4.9102643	5.5709754	6.842309	4.4063548	5.9158559	6.6552143	4.9960268	7.773866	7.947232	7.8221	7.878591	7.971818	7.868152	8.040381	7.972043	7.945084	7.977636	8.050125	8.068421	7.897067	8.537974	7.947424	7.784392	7.908655	7.635453	7.907884	7.808286	7.741857	7.926705	7.384879	7.693627	7.841942	7.699249	8.171743	7.843478	7.714902	7.604728	7.873017	7.78565	7.763523	8.5935285	8.3606064	8.4295231	8.3876302	8.0996054	8.0045232	8.4571779	8.2431541	7.748212	8.4292213	8.1669104	8.3490938
KIF3C	6.4601703	6.2307133	6.3869285	4.6678696	6.0983024	7.1398873	5.9671922	6.5217339	7.200337	6.93219	7.179393	7.192593	7.356493	7.208454	7.353741	7.220492	7.256087	7.15561	7.152461	7.196624	7.153301	7.007077	7.125052	7.200297	7.207628	7.017664	7.133759	7.38708	7.291041	7.262732	7.000203	7.289131	7.217603	7.139547	7.200839	7.263554	7.016606	7.219342	7.558802	7.202619	7.298251	7.5521175	8.4713614	8.113143	7.8895581	8.0280035	7.5565068	7.9338081	8.2181829	8.1275093	7.7261855	8.028796	8.0595463
KIF5A	3.7812557	5.3774485	4.8830352	5.5603384	4.0563461	6.4601703	3.0899857	3.8711282	7.400114	7.26205	7.449347	7.405703	7.18642	7.29614	7.303655	7.276761	7.475408	7.322117	7.302289	7.472245	7.410681	7.351715	7.455377	7.361399	7.39859	7.351084	7.19163	7.425199	7.379869	7.285792	6.984436	7.268376	7.349115	7.187684	7.460906	7.338528	7.403241	7.370279	7.542433	7.281957	7.544186	5.5867364	6.1911894	6.8341898	6.2077638	5.5376647	5.6375856	5.5472132	5.5588055	5.3668201	5.7452973	5.8284233	5.4787118
KIF5B	6.2250462	6.4731684	5.8610024	6.9971567	7.280914	8.5996778	7.2039368	7.5330471	7.862553	7.687633	7.836575	7.867229	7.875944	7.796859	7.97807	7.996151	7.940524	7.960041	7.649516	7.769355	7.731572	7.789376	7.787962	7.855475	7.816234	7.765884	7.828156	8.10101	7.725092	7.810011	7.648289	7.72725	7.751943	7.52961	7.600342	7.799599	7.762142	7.555409	7.871707	7.673407	7.550144	7.6445401	7.4420972	6.8809202	7.1152894	6.9476586	6.8210659	7.0943365	6.5261405	7.7398148	7.6091775	6.7387687	6.7662466
KIF5C	5.2345646	5.1017919	3.998685	5.8165177	6.2095668	5.8655069	5.2010928	5.3774485	7.633656	7.598133	7.732199	7.566469	7.479393	7.645656	7.622269	7.589299	7.58519	7.472137	7.547445	7.471427	7.468743	7.642176	7.696619	7.667874	7.629729	7.53268	7.491569	7.549109	7.610468	7.488304	7.5248	7.484643	7.659052	7.451213	7.587886	7.30574	7.657712	7.466347	7.477622	7.505414	7.587886	5.977779	6.6830628	2.6255116	5.2121458	5.7157693	6.272018	4.8867928	5.0150541	5.7570007	5.5588055	6.8929022	4.9849117
KIFAP3	7.1746845	7.4579736	7.5343358	6.8008704	6.3538443	6.2031313	5.6914265	5.6458053	8.358505	8.703983	8.755112	8.615705	8.692042	8.463954	8.359417	8.783026	8.688307	8.474657	8.39916	8.818441	8.117674	8.647786	8.515633	8.774626	8.298409	7.416345	8.527722	8.125638	8.515957	8.533548	8.002667	8.216659	8.4183	7.92087	8.568865	8.567111	8.250625	8.15371	8.048097	8.793131	7.895171	9.8335828	9.2773567	9.5704676	9.0877846	9.5749534	9.4999824	8.9762524	9.1280635	9.9197983	9.9733717	9.3195879	9.0264401
KIFC1	4.7813405	5.1062277	5.0506018	6.1129458	5.9184	5.2470093	5.531525	5.8292755	7.795681	7.706413	7.672085	7.638115	7.52635	7.604472	7.594933	7.653825	7.633301	7.557743	7.637614	7.843657	7.611883	7.96415	7.704175	7.688829	7.696524	8.214377	7.696057	7.671475	7.654891	7.438146	7.986959	7.833438	7.616761	7.677835	7.721502	7.597357	7.646336	7.800813	7.764469	7.565817	7.871899	5.6992648	6.2357433	5.6005233	5.7936925	6.1043929	6.5556601	5.5597522	6.0860058	5.5803175	5.3026261	6.4823255	6.0429626
KIFC3	9.24671	8.046423	8.2315318	7.9517586	8.5794156	9.3555944	9.0156748	9.4407452	7.371043	7.137106	7.335943	7.424152	7.514417	7.489528	7.300047	7.168341	7.394277	7.303362	7.202504	7.224096	7.397138	7.153369	7.463544	7.39766	7.382298	7.251447	7.140942	7.396319	7.359671	7.321626	7.310828	7.584614	7.302652	7.195283	7.350252	7.145771	7.208836	7.512558	7.202694	7.210295	7.435195	8.5333895	9.2263861	8.2077113	9.2715528	9.2314827	9.191967	9.0703148	8.8893569	8.8167665	8.6059142	9.300292	9.2149218
KIN	5.9627556	6.0089835	6.1327289	7.1488085	6.4762207	6.5194555	6.4075504	6.0356277	7.329485	7.384288	7.354633	7.390402	7.453767	7.400354	7.346657	7.385067	7.390001	7.309675	7.45669	7.414596	7.313118	7.444393	7.360122	7.293767	7.369574	7.394663	7.299914	7.393809	7.271994	7.43848	7.293172	7.426929	7.386612	7.325051	7.517018	7.436285	7.411127	7.362169	7.378336	7.468073	7.308455	5.7922248	5.7001523	6.2816207	5.6005233	5.3701216	5.4800968	5.8648262	5.5213712	6.2230478	6.1538242	5.7441402	6.2857686
KIR2DL1	4.6166599	3.0771049	4.1601737	4.8983961	7.1637664	6.2284466	5.7794569	3.6868411	7.441191	7.471508	7.426282	7.48743	7.519062	7.466315	7.45669	7.498072	7.376349	7.360798	7.748653	7.328517	7.676205	7.642585	7.436905	7.358008	7.457842	7.746167	7.426259	7.874461	7.711802	7.411127	7.546576	7.362841	7.528245	7.439614	7.498028	7.359838	7.985605	7.425164	7.39517	7.404485	7.473063	2.6147144	2.5182489	1.511204	2.8629142	3.0692808	3.1611968	2.6893156	4.2605958	2.8768599	2.3501259	2.391298	3.0453686
KIR2DL4	2.7185871	3.6920918	3.1394959	5.7592472	5.329579	6.1879376	3.6745733	3.1584379	8.095526	8.870208	8.623524	8.699055	8.458854	8.259331	8.030486	8.304609	8.040648	8.057167	9.585006	8.35486	8.903955	8.376845	7.767693	7.876601	7.659773	8.500674	7.694678	9.75525	8.942742	7.680549	8.84461	7.613725	8.415624	8.768164	7.639524	8.098197	8.814301	8.171455	8.509819	7.718288	7.410377	3.0018271	3.002639	2.9903973	3.4204696	3.1305752	3.3808885	2.6626276	3.2864703	3.1018313	3.0110598	3.3935078	3.4685524
KIR3DL1	4.7305564	3.8737661	3.3018615	5.4796329	6.5705393	6.4185705	5.4870838	4.9979698	7.59133	7.788224	7.772311	7.569561	7.705426	7.743641	7.513769	7.624392	7.654215	7.510958	8.046787	7.795812	7.648762	7.456655	7.409938	7.498391	7.470849	7.640742	7.489043	8.326058	8.036315	7.544248	7.592847	7.509488	7.637781	7.767529	7.56829	7.702993	7.881918	7.583445	7.638034	7.510534	7.531795	2.6893156	3.1611968	2.0415483	1.7885929	2.9615996	2.1298992	3.2152162	2.5033716	2.315272	4.285923	1.661741	2.2163236
KIR3DL3	5.5903209	5.9403063	5.2296512	5.7821479	6.4065599	6.4293344	4.6861442	5.5392222	7.356005	7.341993	7.327427	7.430098	7.303701	7.35544	7.354892	7.326594	7.304272	7.430068	7.496342	7.248357	7.355274	7.379264	7.42957	7.29056	7.258623	7.289824	7.28743	7.601472	7.379648	7.368747	7.426592	7.338503	7.487334	7.511524	7.560498	7.345577	7.448793	7.356126	7.240002	7.443126	7.534685	5.7165177	5.8046155	5.7001523	3.7745444	5.6843145	6.1851111	5.7721123	5.1880317	5.741057	5.4240555	5.1617237	4.9985651
